quantity,mean,median,q75,q90,q95,max
std_prob,0.022878414564665345,0.02101433718559888,0.02994100459186287,0.03942085705728856,0.04751430794042906,0.15322789661457728
std_logit,0.14616874319652062,0.1331791904598908,0.17878747037261794,0.24308830720675279,0.28175495727546,0.6656516388126156
