train_fraction,train_rows,train_auc,val_auc,auc_gap
0.2,1706,0.8149193192231681,0.8043124100313302,0.010606909191837821
0.4,3413,0.8646512320733534,0.8163721809816817,0.04827905109167163
0.6,5119,0.8581684799769467,0.8216547531683085,0.03651372680863818
0.8,6826,0.8531278294307609,0.8217764754861837,0.03135135394457722
1.0,8533,0.8550702484025525,0.8232636046741371,0.03180664372841546
