quantity,mean,median,q75,q90,q95,max
std_prob,0.03309695255812289,0.030667185868834435,0.043525494243220726,0.05829984252201096,0.06874753073582372,0.13680188217882697
std_logit,0.21224616469390878,0.19734051847043674,0.26733689436057173,0.34119870357938614,0.3891672944243158,0.5964167294626773
