train_fraction,train_rows,train_auc,val_auc,auc_gap
0.2,1706,0.9234277875305001,0.8098274012814362,0.11360038624906399
0.4,3413,0.8505516262595891,0.8175797016568348,0.03297192460275433
0.6,5119,0.8951328790094389,0.8251555928758927,0.06997728613354626
0.8,6826,0.8738802426068104,0.8228922634000395,0.050987979206770895
1.0,8533,0.8847870813196531,0.8278943450280843,0.05689273629156877
