,true,pred,mean_prob,std_prob,mean_logit,std_logit,correct
25004,1,1,0.6318635757043156,0.13680188217882697,0.5776668229371766,0.5964167294626773,1
33871,1,1,0.8798868208585869,0.053183330146701194,2.1140767126997253,0.5944335876684361,1
28378,0,0,0.12508546617240335,0.07584915010443982,-2.0818326237359392,0.5868770073020116,1
26312,1,1,0.9599856903326686,0.02093838503319359,3.32322761944852,0.5695456791876066,1
21195,0,0,0.18775716848401328,0.0673129387411282,-1.5582491228807114,0.5685208107602489,1
